PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,5,This app keeps crashing. So annoying.,2025-03-15 21:55:22,103,18,"#bug,#social,#cleanUI",0.02
102,8,Absolutely love the UX!,2025-03-25 12:55:22,78,48,"#AI,#cleanUI,#fail",0.32
103,7,Can’t stop using it!,2025-03-21 04:55:22,147,31,#love,0.71
104,8,This app keeps crashing. So annoying.,2025-03-23 01:55:22,95,0,"#love,#design,#fail",-0.21
105,10,Just another day...,2025-03-19 19:55:22,40,19,#fail,-0.93
106,7,Can’t stop using it!,2025-03-23 15:55:22,135,42,#tech,-0.06
107,5,This app keeps crashing. So annoying.,2025-03-20 16:55:22,71,35,"#design,#fail,#tech",0.27
108,9,Loving the new update!,2025-03-24 22:55:22,69,22,"#tech,#bug",0.84
109,1,Loving the new update!,2025-03-23 17:55:22,50,24,"#design,#tech,#cleanUI",-0.61
110,3,I’m impressed with the speed.,2025-03-18 05:55:22,22,3,#design,-0.75
111,1,Can’t stop using it!,2025-03-25 15:55:22,54,36,#love,0.93
112,2,Such a smooth interface!,2025-03-21 02:55:22,111,50,"#bug,#fail,#cleanUI",-0.24
113,10,Worst experience ever.,2025-03-18 06:55:22,50,4,#cleanUI,-0.33
114,5,I’m impressed with the speed.,2025-03-19 08:55:22,135,7,"#love,#fail,#cleanUI",-0.96
115,2,I’m impressed with the speed.,2025-03-19 10:55:22,95,1,"#mood,#fail",-0.53
116,8,Great performance on mobile.,2025-03-24 00:55:22,22,30,"#tech,#bug",-0.16
117,5,Can’t stop using it!,2025-03-20 13:55:22,114,6,#cleanUI,0.23
118,3,This app keeps crashing. So annoying.,2025-03-22 22:55:22,39,31,"#fail,#bug",-0.48
119,3,Such a smooth interface!,2025-03-15 23:55:22,124,42,"#AI,#bug,#mood",-0.22
120,3,I’m impressed with the speed.,2025-03-18 17:55:22,92,48,"#social,#design,#love",0.93
121,1,Can’t stop using it!,2025-03-22 04:55:22,15,43,#fail,-0.76
122,3,Needs dark mode ASAP!,2025-03-24 15:55:22,95,21,"#AI,#fail,#UX",-0.03
123,9,Needs dark mode ASAP!,2025-03-23 22:55:22,67,35,"#tech,#bug",0.91
124,3,Such a smooth interface!,2025-03-21 16:55:22,91,7,"#tech,#AI",0.23
125,2,Worst experience ever.,2025-03-24 16:55:22,15,39,"#UX,#AI",0.51
126,8,Just another day...,2025-03-20 01:55:22,146,49,"#mood,#fail,#tech",-0.37
127,7,Loving the new update!,2025-03-18 05:55:22,99,49,"#cleanUI,#design,#UX",-0.84
128,8,Worst experience ever.,2025-03-21 02:55:22,119,24,"#bug,#love",0.39
129,3,Great performance on mobile.,2025-03-23 07:55:22,117,36,"#bug,#love",0.57
130,4,Loving the new update!,2025-03-15 17:55:22,92,7,#cleanUI,0.12
131,6,Worst experience ever.,2025-03-23 14:55:22,62,23,#cleanUI,0.71
132,4,Worst experience ever.,2025-03-21 17:55:22,49,27,"#mood,#social",-0.17
133,7,Great performance on mobile.,2025-03-25 00:55:22,88,11,"#UX,#tech,#cleanUI",-0.49
134,7,Can’t stop using it!,2025-03-19 22:55:22,19,31,"#tech,#bug,#AI",0.91
135,9,Absolutely love the UX!,2025-03-18 20:55:22,58,15,"#social,#UX,#mood",0.54
136,3,Needs dark mode ASAP!,2025-03-22 06:55:22,135,15,"#cleanUI,#UX",0.57
137,9,Worst experience ever.,2025-03-15 17:55:22,112,50,"#cleanUI,#design,#tech",-0.62
138,9,Can’t stop using it!,2025-03-17 08:55:22,1,21,"#UX,#social,#cleanUI",0.38
139,7,I’m impressed with the speed.,2025-03-16 20:55:22,113,3,"#mood,#AI,#social",0.42
140,10,Just another day...,2025-03-20 20:55:22,66,8,"#fail,#mood,#tech",-0.16
141,5,I’m impressed with the speed.,2025-03-23 07:55:22,125,22,#cleanUI,-0.03
142,3,Loving the new update!,2025-03-19 00:55:22,93,1,"#cleanUI,#tech",0.08
143,3,Just another day...,2025-03-24 12:55:22,44,20,#mood,-0.87
144,10,Worst experience ever.,2025-03-25 12:55:22,128,30,#design,0.01
145,1,Such a smooth interface!,2025-03-25 12:55:22,17,5,"#cleanUI,#UX,#AI",-0.83
146,10,Just another day...,2025-03-21 02:55:22,133,34,"#AI,#UX",-0.16
147,4,Great performance on mobile.,2025-03-24 22:55:22,21,31,#tech,-0.96
148,7,Can’t stop using it!,2025-03-18 23:55:22,25,39,#love,-0.03
149,10,Needs dark mode ASAP!,2025-03-15 16:55:22,11,32,"#mood,#design,#love",-0.31
150,4,Needs dark mode ASAP!,2025-03-21 15:55:22,144,31,"#cleanUI,#AI",-0.5
151,7,Such a smooth interface!,2025-03-20 01:55:22,98,0,#fail,-0.84
152,1,Just another day...,2025-03-18 12:55:22,72,48,#UX,-0.07
153,6,Needs dark mode ASAP!,2025-03-21 18:55:22,111,19,#love,-0.66
154,5,This app keeps crashing. So annoying.,2025-03-17 20:55:22,127,23,"#fail,#bug",-0.81
155,1,Just another day...,2025-03-19 02:55:22,107,25,"#fail,#social,#tech",-0.78
156,8,Worst experience ever.,2025-03-19 03:55:22,72,20,"#AI,#design,#bug",0.16
157,3,This app keeps crashing. So annoying.,2025-03-24 06:55:22,142,50,"#bug,#AI",-0.07
158,7,This app keeps crashing. So annoying.,2025-03-16 10:55:22,107,42,"#love,#bug,#fail",0.62
159,4,Great performance on mobile.,2025-03-22 15:55:22,3,19,"#cleanUI,#design,#bug",0.21
160,5,I’m impressed with the speed.,2025-03-18 13:55:22,107,5,"#UX,#love,#bug",0.4
161,10,Needs dark mode ASAP!,2025-03-21 09:55:22,73,12,#love,0.68
162,7,Loving the new update!,2025-03-22 09:55:22,47,37,#love,-0.5
163,8,Absolutely love the UX!,2025-03-20 06:55:22,27,20,"#tech,#cleanUI",-0.19
164,9,Worst experience ever.,2025-03-19 19:55:22,7,31,#UX,-0.77
165,5,Such a smooth interface!,2025-03-22 07:55:22,128,46,#social,0.75
166,1,Just another day...,2025-03-25 06:55:22,123,10,"#social,#tech",0.12
167,6,Needs dark mode ASAP!,2025-03-22 04:55:22,73,39,"#design,#love",0.89
168,8,Can’t stop using it!,2025-03-20 16:55:22,73,14,"#social,#tech",-0.73
169,2,Needs dark mode ASAP!,2025-03-18 13:55:22,113,38,#love,0.15
170,5,Worst experience ever.,2025-03-23 09:55:22,59,1,"#social,#bug,#fail",0.23
171,3,Worst experience ever.,2025-03-23 05:55:22,23,22,"#mood,#bug,#design",0.41
172,6,This app keeps crashing. So annoying.,2025-03-20 06:55:22,83,0,"#fail,#social",-0.91
173,1,Absolutely love the UX!,2025-03-17 17:55:22,105,42,"#mood,#tech,#cleanUI",-0.39
174,7,Absolutely love the UX!,2025-03-18 19:55:22,62,16,"#cleanUI,#UX",0.04
175,2,This app keeps crashing. So annoying.,2025-03-18 06:55:22,71,0,"#tech,#design",0.35
176,1,Great performance on mobile.,2025-03-24 08:55:22,150,22,"#fail,#cleanUI,#UX",0.79
177,4,This app keeps crashing. So annoying.,2025-03-20 19:55:22,49,34,"#AI,#cleanUI,#fail",-0.32
178,8,Can’t stop using it!,2025-03-23 12:55:22,9,5,"#love,#UX,#bug",0.42
179,9,Worst experience ever.,2025-03-17 03:55:22,60,27,#design,0.51
180,9,Just another day...,2025-03-17 14:55:22,56,17,"#design,#AI,#bug",-0.24
181,7,Loving the new update!,2025-03-23 11:55:22,104,38,"#UX,#AI",0.73
182,1,This app keeps crashing. So annoying.,2025-03-18 13:55:22,100,36,#social,0.45
183,4,Just another day...,2025-03-18 03:55:22,150,48,"#bug,#mood,#love",0.38
184,3,Great performance on mobile.,2025-03-18 19:55:22,146,7,"#mood,#AI,#social",-0.67
185,1,Worst experience ever.,2025-03-25 11:55:22,10,34,"#social,#tech,#bug",0.31
186,8,Worst experience ever.,2025-03-23 22:55:22,108,30,#social,-0.64
187,1,Needs dark mode ASAP!,2025-03-24 15:55:22,41,3,"#love,#tech,#AI",0.86
188,10,Great performance on mobile.,2025-03-21 06:55:22,8,45,"#design,#AI",-0.03
189,7,Worst experience ever.,2025-03-22 19:55:22,21,8,"#UX,#tech",0.59
190,10,Loving the new update!,2025-03-18 12:55:22,60,28,#UX,0.32
191,7,Such a smooth interface!,2025-03-20 01:55:22,44,41,"#UX,#social",-0.24
192,2,Absolutely love the UX!,2025-03-21 17:55:22,17,25,"#fail,#UX,#AI",0.19
193,6,Great performance on mobile.,2025-03-24 12:55:22,78,39,"#AI,#bug,#mood",-0.55
194,6,This app keeps crashing. So annoying.,2025-03-17 01:55:22,30,43,"#cleanUI,#design,#UX",0.17
195,10,Worst experience ever.,2025-03-20 14:55:22,53,26,"#cleanUI,#fail",-0.06
196,5,Can’t stop using it!,2025-03-19 12:55:22,9,37,#fail,0.23
197,10,This app keeps crashing. So annoying.,2025-03-19 11:55:22,68,39,"#social,#UX",-0.89
198,9,Loving the new update!,2025-03-23 06:55:22,67,9,#bug,0.89
199,9,Great performance on mobile.,2025-03-23 20:55:22,124,17,#design,0.07
200,7,Just another day...,2025-03-17 20:55:22,38,22,"#design,#tech",-0.28
